Склад,Штабель,Марка,Максимальная температура,Пикет,Дата акта,Смена
4,39,A1,52.4,4019-4047,2020-08-15,219.0
4,23,A1,36.8,4048-4054,2020-08-15,219.0
4,46,A1,37.4,4057-4078,2020-08-15,219.0
4,12,A1,115.0,4090-4117,2020-08-15,219.0
6,45,A1,29.8,6016-6021,2020-08-15,219.0
6,1,A1,62.0,6023-6045,2020-08-15,219.0
6,10,A1,31.5,6046-6054,2020-08-15,219.0
6,5,A1,29.8,6055-6062,2020-08-15,219.0
6,1,A1,182.0,6063-6082,2020-08-15,219.0
6,4,A1,187.0,6083-6094,2020-08-15,219.0
3,38,A1,38.2,3031-3044,2020-08-15,921.0
3,33,A1,40.0,3080-3086,2020-08-15,921.0
3,26,A1,37.0,3111-3120,2020-08-15,921.0
4,39,A1,217.0,4019-4047,2020-08-15,921.0
4,23,A1,35.9,4048-4054,2020-08-15,921.0
4,46,A1,45.1,4057-4078,2020-08-15,921.0
4,12,A1,41.3,4090-4117,2020-08-15,921.0
6,45,A1,37.0,6016-6021,2020-08-15,921.0
6,1,A1,35.7,6023-6045,2020-08-15,921.0
6,10,A1,37.1,6046-6054,2020-08-15,921.0
6,5,A1,37.5,6055-6062,2020-08-15,921.0
6,1,A1,72.4,6063-6082,2020-08-15,921.0
6,4,A1,45.9,6083-6094,2020-08-15,921.0
3,38,A1,36.4,3031-3044,2020-08-16,219.0
3,33,A1,37.3,3080-3086,2020-08-16,219.0
3,26,A1,35.8,3111-3120,2020-08-16,219.0
4,39,A1,149.0,4019-4047,2020-08-16,219.0
4,23,A1,37.4,4048-4054,2020-08-16,219.0
4,46,A1,37.9,4057-4078,2020-08-16,219.0
4,12,A1,46.2,4090-4117,2020-08-16,219.0
6,45,A1,37.9,6016-6021,2020-08-16,219.0
6,1,A1,38.0,6023-6045 -,2020-08-16,219.0
6,10,A1,36.0,6046-6054 ■,2020-08-16,219.0
6,5,A1,37.3,6055-6062,2020-08-16,219.0
6,1,A1,48.5,6063-6082,2020-08-16,219.0
6,4,A1,54.0,6083-6094,2020-08-16,219.0
3,38,A1,34.8,3031-3044,2020-08-16,921.0
3,33,A1,35.4,3080-3086,2020-08-16,921.0
3,26,A1,33.7,3111-3120,2020-08-16,921.0
4,39,A1,82.5,4019-4047,2020-08-16,921.0
4,23,A1,39.3,4048-4054,2020-08-16,921.0
4,46,A1,37.8,4057-4078,2020-08-16,921.0
4,12,A1,39.0,4090-4117,2020-08-16,921.0
6,45,A1,36.7,6016-6021,2020-08-16,921.0
6,1,A1,33.8,6023-6045,2020-08-16,921.0
6,10,A1,34.2,6046-6054,2020-08-16,921.0
6,5,A1,33.0,6055-6062,2020-08-16,921.0
6,1,A1,283.0,6063-6081,2020-08-16,921.0
6,4,A1,36.1,6082-6094,2020-08-16,921.0
3,38,A1,33.1,3031-3044,2020-08-17,921.0
3,33,A1,34.9,3080-3086,2020-08-17,921.0
3,26,A1,33.8,3111-3120,2020-08-17,921.0
4,39,A1,79.2,4019-4047,2020-08-17,921.0
4,23,A1,37.0,4048-4054,2020-08-17,921.0
4,46,A1,36.3,4057-4078,2020-08-17,921.0
4,12,A1,125.1,4090-4117,2020-08-17,921.0
6,45,A1,36.3,6016-6021,2020-08-17,921.0
6,1,A1,35.6,6023-6045,2020-08-17,921.0
6,10,A1,33.2,6046-6054,2020-08-17,921.0
6,5,A1,34.5,6055-6062,2020-08-17,921.0
6,1,A1,35.6,6063-6081,2020-08-17,921.0
6,4,A1,40.5,6082-6094,2020-08-17,921.0
3,38,A1,35.8,3031-3044,2020-08-17,219.0
3,33,A1,36.7,3080-3086,2020-08-17,219.0
3,26,A1,36.6,3111-3120,2020-08-17,219.0
4,39,A1,202.3,4019-4047,2020-08-17,219.0
4,23,A1,34.2,4048-4054,2020-08-17,219.0
4,46,A1,33.6,4057-4078,2020-08-17,219.0
4,12,A1,36.3,4090-4117,2020-08-17,219.0
6,45,A1,48.1,6016-6021,2020-08-17,219.0
6,1,A1,33.6,6023-6045,2020-08-17,219.0
6,10,A1,33.6,6046-6054,2020-08-17,219.0
6,5,A1,31.5,6055-6062,2020-08-17,219.0
6,1,A1,44.2,6063-6082,2020-08-17,219.0
6,4,A1,34.6,6083-6094,2020-08-17,219.0
3,38,A1,31.4,3031-3044,2020-08-18,219.0
3,33,A1,32.1,3080-3086,2020-08-18,219.0
3,26,A1,34.8,3111-3120,2020-08-18,219.0
4,39,A1,50.5,4019-4047,2020-08-18,219.0
4,23,A1,36.4,4048-4054,2020-08-18,219.0
4,46,A1,37.8,4057-4078,2020-08-18,219.0
4,12,A1,52.3,4090-4117,2020-08-18,219.0
6,45,A1,35.3,6016-6021,2020-08-18,219.0
6,1,A1,33.9,6023-6045,2020-08-18,219.0
6,10,A1,35.2,6046-6054,2020-08-18,219.0
6,5,A1,37.7,6055-6062,2020-08-18,219.0
6,1,A1,54.5,6063-6082,2020-08-18,219.0
6,4,A1,37.0,6083-6094,2020-08-18,219.0
3,38,A1,37.3,3038-3047,2020-08-18,921.0
3,33,A1,36.8,3074-3090,2020-08-18,921.0
3,26,A1,37.3,3105-3120,2020-08-18,921.0
4,39,A1,249.0,4033-4048,2020-08-18,921.0
4,23,A1,40.1,4051-4054,2020-08-18,921.0
4,46,A1,39.3,4057-4078,2020-08-18,921.0
4,12,A1,36.8,4098-4117,2020-08-18,921.0
6,45,A1,41.3,6016-6021,2020-08-18,921.0
6,1,A1,50.7,6028-6045,2020-08-18,921.0
6,10,A1,369.0,6046-6054,2020-08-18,921.0
6,5,A1,36.2,6055-6062,2020-08-18,921.0
6,1,A1,96.1,6063-6081,2020-08-18,921.0
6,4,A1,75.0,6082-6094   ' h i P ИСг,2020-08-18,921.0
3,38,A1,32.6,3038-3047,2020-08-19,219.0
3,33,A1,32.7,3074-3090,2020-08-19,219.0
3,26,A1,32.4,3105-3120,2020-08-19,219.0
4,39,A1,128.0,4033-4048,2020-08-19,219.0
4,23,A1,34.4,4051-4054,2020-08-19,219.0
4,46,A1,37.2,4057-4078,2020-08-19,219.0
4,12,A1,35.1,4098-4117,2020-08-19,219.0
6,45,A1,37.8,6016-6021,2020-08-19,219.0
6,1,A1,37.3,6028-6045,2020-08-19,219.0
6,10,A1,34.5,6046-6054,2020-08-19,219.0
6,5,A1,37.7,6055-6062,2020-08-19,219.0
6,1,A1,57.2,6063-6081,2020-08-19,219.0
6,4,A1,75.3,6082-6094,2020-08-19,219.0
3,38,A1,34.1,3038-3047,2020-08-19,921.0
3,33,A1,35.8,3074-3090,2020-08-19,921.0
3,26,A1,39.8,3098-3120,2020-08-19,921.0
4,39,A1,141.0,4035-4049,2020-08-19,921.0
4,46,A1,39.1,4064-4087,2020-08-19,921.0
4,12,A1,52.3,4111-4118,2020-08-19,921.0
6,45,A1,41.7,6016-6021,2020-08-19,921.0
6,1,A1,39.5,6028-6045,2020-08-19,921.0
6,10,A1,38.2,6046-6054,2020-08-19,921.0
6,5,A1,37.6,6055-6062,2020-08-19,921.0
6,1,A1,276.0,6063-6081,2020-08-19,921.0
6,4,A1,82.4,6082-6094,2020-08-19,921.0
3,33,A1,37.2,3074-3090,2020-08-20,219.0
3,26,A1,35.2,3098-3120,2020-08-20,219.0
4,39,A1,71.3,4035-4049,2020-08-20,219.0
4,46,A1,30.2,4064-4087,2020-08-20,219.0
4,12,A1,33.4,4111-4118,2020-08-20,219.0
6,45,A1,32.9,6016-6021,2020-08-20,219.0
6,1,A1,30.3,6028-6045,2020-08-20,219.0
6,10,A1,33.9,6046-6054,2020-08-20,219.0
6,5,A1,32.5,6055-6062,2020-08-20,219.0
6,1,A1,266.0,6063-6081,2020-08-20,219.0
6,4,A1,52.8,6082-6094,2020-08-20,219.0
3,33,A1,35.3,3065-3089,2020-08-20,921.0
3,26,A1,37.9,3095-3120,2020-08-20,921.0
4,23,A1,37.5,4009-4013,2020-08-20,921.0
4,3,A1,37.3,4015-4026,2020-08-20,921.0
4,46,A1,37.6,4057-4079,2020-08-20,921.0
4,12,A1,43.5,"4100-4104,4112-4118",2020-08-20,921.0
6,45,A1,38.9,6016-6022,2020-08-20,921.0
6,1,A1,271.0,6028-6045,2020-08-20,921.0
6,10,A1,38.9,6046-6054,2020-08-20,921.0
6,5,A1,37.4,6055-6063,2020-08-20,921.0
6,1,A1,66.6,6066-6078,2020-08-20,921.0
6,4,A1,49.5,6084-6094,2020-08-20,921.0
3,33,A1,35.1,3065-3089,2020-08-21,219.0
3,26,A1,33.0,3095-3120,2020-08-21,219.0
4,23,A1,32.4,4009-4013,2020-08-21,219.0
4,3,A1,36.3,4015-4026,2020-08-21,219.0
3,33,A1,38.9,3065-3089,2020-08-21,921.0
3,26,A1,37.7,3095-3120,2020-08-21,921.0
4,23,A1,38.7,4009-4013,2020-08-21,921.0
4,3,A1,36.4,4015-4026,2020-08-21,921.0
4,46,A1,39.2,4057-4079,2020-08-21,921.0
4,12,A1,36.7,"4100-4104, 4112-4118",2020-08-21,921.0
6,45,A1,38.8,6016-6022,2020-08-21,921.0
6,1,A1,45.5,6028-6045,2020-08-21,921.0
6,10,A1,40.5,6046-6054,2020-08-21,921.0
6,5,A1,40.8,6055-6063,2020-08-21,921.0
6,1,A1,52.5,6066-6078,2020-08-21,921.0
6,4,A1,49.6,6084-6094,2020-08-21,921.0
3,33,A1,37.6,3065-3089,2020-08-22,219.0
3,26,A1,35.5,3095-3120,2020-08-22,219.0
4,23,A1,36.2,4009-4013,2020-08-22,219.0
4,3,A1,33.6,4015-4026,2020-08-22,219.0
4,46,A1,35.9,4057-4079,2020-08-22,219.0
4,12,A1,41.9,"4100-4104, 4112-4118",2020-08-22,219.0
6,45,A1,29.0,6016-6022,2020-08-22,219.0
6,1,A1,51.9,6028-6045,2020-08-22,219.0
6,10,A1,29.2,6046-6054,2020-08-22,219.0
6,5,A1,30.6,6055-6063,2020-08-22,219.0
6,1,A1,52.0,6066-6078,2020-08-22,219.0
6,4,A1,279.0,6084-6094,2020-08-22,219.0
3,33,A1,37.5,3065-3089,2020-08-22,921.0
3,26,A1,40.9,3095-3120,2020-08-22,921.0
4,23,A1,38.7,4009-4013,2020-08-22,921.0
4,3,A1,36.0,4015-4026,2020-08-22,921.0
4,46,A1,40.4,4057-4079,2020-08-22,921.0
4,12,A1,39.0,"4100-4104,4112-4118",2020-08-22,921.0
6,45,A1,40.8,6016-6022,2020-08-22,921.0
6,1,A1,42.3,6028-6045,2020-08-22,921.0
6,10,A1,39.6,6046-6054,2020-08-22,921.0
6,5,A1,37.2,6055-6063,2020-08-22,921.0
6,1,A1,152.3,6066-6078,2020-08-22,921.0
6,4,A1,107.9,6084-6094,2020-08-22,921.0
3,33,A1,34.1,3065-3089,2020-08-23,219.0
3,26,A1,37.1,3095-3120,2020-08-23,219.0
4,23,A1,35.0,4009-4013,2020-08-23,219.0
4,3,A1,36.3,4015-4026,2020-08-23,219.0
4,46,A1,35.5,4057-4079,2020-08-23,219.0
4,12,A1,34.8,"4100-4104, 4112-4118",2020-08-23,219.0
6,45,A1,34.9,6016-6022,2020-08-23,219.0
6,1,A1,41.1,6028-6045,2020-08-23,219.0
6,10,A1,37.0,6046-6054,2020-08-23,219.0
6,5,A1,36.7,6055-6063,2020-08-23,219.0
6,1,A1,44.7,6066-6078,2020-08-23,219.0
6,4,A1,46.1,6084-6094,2020-08-23,219.0
3,33,A1,36.8,3065-3089,2020-08-23,921.0
3,26,A1,38.5,3095-3120,2020-08-23,921.0
4,23,A1,36.0,4009-4013,2020-08-23,921.0
4,3,A1,99.4,4015-4026,2020-08-23,921.0
4,46,A1,38.2,4057-4079,2020-08-23,921.0
4,12,A1,39.1,"4100-4104, 4112-4118",2020-08-23,921.0
6,45,A1,36.8,6016-6022,2020-08-23,921.0
6,1,A1,46.5,6028-6045,2020-08-23,921.0
6,10,A1,37.1,6046-6054,2020-08-23,921.0
6,5,A1,39.2,6055-6063,2020-08-23,921.0
6,1,A1,47.6,6066-6078,2020-08-23,921.0
6,4,A1,40.4,6084-6094,2020-08-23,921.0
3,33,A1,35.3,3065-3089,2020-08-24,219.0
3,26,A1,36.9,3095-3120,2020-08-24,219.0
4,23,A1,35.5,4009-4013,2020-08-24,219.0
4,3,A1,43.6,4015-4026,2020-08-24,219.0
4,46,A1,34.6,4057-4079,2020-08-24,219.0
4,12,A1,35.9,"4100-4104, 4112-4118",2020-08-24,219.0
6,45,A1,37.3,6016-6022,2020-08-24,219.0
6,1,A1,44.9,6028-6045,2020-08-24,219.0
6,10,A1,37.9,6046-6054,2020-08-24,219.0
6,5,A1,36.8,6055-6063,2020-08-24,219.0
6,1,A1,46.0,6066-6078,2020-08-24,219.0
6,4,A1,300.0,6084-6094,2020-08-24,219.0
3,33,A1,34.9,3065-3089,2020-08-24,921.0
3,26,A1,32.0,3105-3120,2020-08-24,921.0
4,23,A1,37.8,4009-4013,2020-08-24,921.0
4,3,A1,69.5,4015-4026,2020-08-24,921.0
4,46,A1,32.9,4075-4085,2020-08-24,921.0
4,12,A1,35.7,4099-4108,2020-08-24,921.0
6,45,A1,38.2,6016-6022,2020-08-24,921.0
6,1,A1,36.0,6028-6045,2020-08-24,921.0
6,10,A1,36.1,6046-6054,2020-08-24,921.0
6,5,A1,35.2,6055-6063,2020-08-24,921.0
6,1,A1,273.0,6066-6078,2020-08-24,921.0
6,4,A1,255.0,6084-6094,2020-08-24,921.0
3,33,A1,45.4,3065-3089,2020-08-25,219.0
3,26,A1,35.2,3105-3120,2020-08-25,219.0
4,23,A1,34.5,4009-4013,2020-08-25,219.0
4,3,A1,150.0,4015-4026,2020-08-25,219.0
4,46,A1,32.5,4075-4085,2020-08-25,219.0
4,12,A1,35.0,4099-4108,2020-08-25,219.0
6,45,A1,36.3,6016-6022,2020-08-25,219.0
6,1,A1,34.7,6028-6045,2020-08-25,219.0
6,10,A1,33.8,6046-6054,2020-08-25,219.0
6,5,A1,33.7,6055-6063,2020-08-25,219.0
6,1,A1,55.9,6066-6078,2020-08-25,219.0
6,4,A1,52.3,6084-6094,2020-08-25,219.0
3,33,A1,36.0,3065-3089,2020-08-25,921.0
4,23,A1,38.3,4009-4013,2020-08-25,921.0
4,3,A1,56.9,4015-4026,2020-08-25,921.0
4,46,A1,37.9,4075-4085,2020-08-25,921.0
4,12,A1,35.8,4099-4108,2020-08-25,921.0
6,45,A1,36.1,6016-6022,2020-08-25,921.0
6,1,A1,48.6,6028-6045,2020-08-25,921.0
6,5,A1,34.4,6055-6063,2020-08-25,921.0
6,1,A1,41.3,6066-6078,2020-08-25,921.0
6,4,A1,79.5,6084-6094,2020-08-25,921.0
3,33,A1,32.5,3065-3089,2020-08-26,219.0
4,23,A1,34.0,4009-4013,2020-08-26,219.0
4,3,A1,31.7,4015-4026,2020-08-26,219.0
4,46,A1,33.2,4075-4085,2020-08-26,219.0
4,12,A1,34.3,4099-4108,2020-08-26,219.0
6,45,A1,31.5,6016-6022,2020-08-26,219.0
6,1,A1,35.1,6028-6045,2020-08-26,219.0
6,5,A1,37.6,6055-6063,2020-08-26,219.0
6,1,A1,55.4,6066-6078,2020-08-26,219.0
6,4,A1,77.5,6084-6094,2020-08-26,219.0
3,33,A1,35.7,3048-3090,2020-08-26,921.0
4,23,A1,41.7,4009-4013,2020-08-26,921.0
4,3,A1,44.6,4014-4028,2020-08-26,921.0
4,46,A1,38.0,4076-4088,2020-08-26,921.0
4,12,A1,40.4,4100-4114,2020-08-26,921.0
6,45,A1,37.8,6017-6022,2020-08-26,921.0
6,1,A1,39.9,6025-6048,2020-08-26,921.0
6,5,A1,38.3,6055-6064,2020-08-26,921.0
6,1,A1,56.5,6066-6076,2020-08-26,921.0
6,4,A1,63.6,6084-6094,2020-08-26,921.0
3,33,A1,34.3,3048-3090,2020-08-27,219.0
4,23,A1,34.4,4009-4013,2020-08-27,219.0
4,3,A1,36.3,4014-4028,2020-08-27,219.0
4,46,A1,36.7,4076-4088,2020-08-27,219.0
4,12,A1,34.6,4100-4114,2020-08-27,219.0
6,45,A1,37.9,6017-6022,2020-08-27,219.0
6,1,A1,297.0,6025-6048,2020-08-27,219.0
6,5,A1,36.0,6055-6064,2020-08-27,219.0
6,1,A1,63.2,6066-6076,2020-08-27,219.0
6,4,A1,60.3,6084-6094,2020-08-27,219.0
3,33,A1,39.9,3048-3090,2020-08-27,921.0
4,23,A1,40.7,4009-4013,2020-08-27,921.0
4,3,A1,39.7,4014-4028,2020-08-27,921.0
4,46,A1,37.5,4076-4088,2020-08-27,921.0
4,12,A1,39.6,4100-4114,2020-08-27,921.0
6,45,A1,40.2,6017-6022,2020-08-27,921.0
6,1,A1,40.6,6025-6048,2020-08-27,921.0
6,5,A1,40.3,6055-6064,2020-08-27,921.0
6,1,A1,47.4,6066-6076,2020-08-27,921.0
6,4,A1,50.8,6084-6094,2020-08-27,921.0
3,33,A1,34.5,3048-3090,2020-08-28,219.0
4,23,A1,40.2,4009-4013,2020-08-28,219.0
4,3,A1,40.4,4014-4028,2020-08-28,219.0
4,46,A1,38.8,40746-4088,2020-08-28,219.0
4,12,A1,40.1,4100-4114,2020-08-28,219.0
6,45,A1,41.2,6017-6022,2020-08-28,219.0
6,1,A1,39.1,6025-6048,2020-08-28,219.0
6,5,A1,41.1,6055-6064,2020-08-28,219.0
6,1,A1,41.5,6066-6076,2020-08-28,219.0
6,4,A1,39.2,6084-6094,2020-08-28,219.0
3,33,A1,39.3,3048-3090,2020-08-28,921.0
3,19,A1,35.4,3093-3097,2020-08-28,921.0
3,20,A1,36.4,3114-3119,2020-08-28,921.0
4,23,A1,37.3,4009-4013,2020-08-28,921.0
4,3,A1,37.1,4014-4034,2020-08-28,921.0
4,46,A1,39.7,4075-4092,2020-08-28,921.0
4,12,A1,36.3,4099-4115,2020-08-28,921.0
6,45,A1,38.6,6017-6022,2020-08-28,921.0
6,1,A1,195.4,6025-6048,2020-08-28,921.0
6,5,A1,40.4,6055-6064,2020-08-28,921.0
6,1,A1,47.3,6066-6076,2020-08-28,921.0
6,4,A1,48.1,6084-6094,2020-08-28,921.0
3,33,A1,35.7,3048-3090,2020-08-29,219.0
3,19,A1,36.4,3093-3097,2020-08-29,219.0
3,20,A1,36.7,3114-3119,2020-08-29,219.0
4,23,A1,37.6,4009-4013,2020-08-29,219.0
4,3,A1,70.0,4014-4034,2020-08-29,219.0
4,46,A1,35.1,4075-4092,2020-08-29,219.0
4,12,A1,36.1,4099-4115,2020-08-29,219.0
6,45,A1,37.1,6017-6022,2020-08-29,219.0
6,1,A1,153.7,6025-6048,2020-08-29,219.0
6,5,A1,35.4,6055-6064,2020-08-29,219.0
6,4,A1,45.4,6084-6094,2020-08-29,219.0
3,33,A1,40.0,3048-3090,2020-08-29,921.0
3,19,A1,38.0,3093-3097,2020-08-29,921.0
3,20,A1,38.2,3114-3119,2020-08-29,921.0
4,23,A1,39.3,4009-4013,2020-08-29,921.0
4,3,A1,41.3,4014-4034,2020-08-29,921.0
4,46,A1,39.3,4075-4092,2020-08-29,921.0
4,12,A1,40.3,4099-4115,2020-08-29,921.0
6,45,A1,39.3,6017-6022,2020-08-29,921.0
6,1,A1,48.6,6025-6048,2020-08-29,921.0
6,5,A1,43.5,6055-6064,2020-08-29,921.0
6,4,A1,49.4,6084-6094,2020-08-29,921.0
3,33,A1,38.1,3048-3090,2020-08-30,219.0
3,19,A1,37.2,3093-3097,2020-08-30,219.0
3,20,A1,35.9,3114-3119,2020-08-30,219.0
4,23,A1,40.2,4009-4013,2020-08-30,219.0
4,3,A1,46.9,4014-4034,2020-08-30,219.0
4,46,A1,36.0,4075-4092,2020-08-30,219.0
4,12,A1,39.9,4099-4115,2020-08-30,219.0
6,45,A1,39.4,6017-6022,2020-08-30,219.0
6,1,A1,141.6,6025-6048,2020-08-30,219.0
6,5,A1,39.6,6055-6064,2020-08-30,219.0
6,4,A1,300.0,/ i 6084-6094 \1_,2020-08-30,219.0
3,33,A1,42.1,3048-3090,2020-08-30,921.0
3,19,A1,40.0,3093-3097,2020-08-30,921.0
3,20,A1,39.7,3114-3119,2020-08-30,921.0
4,23,A1,39.3,4009-4013,2020-08-30,921.0
4,3,A1,38.5,4014-4034,2020-08-30,921.0
4,46,A1,39.5,4075-4092,2020-08-30,921.0
4,12,A1,39.6,4100-4115,2020-08-30,921.0
6,45,A1,39.1,6017-6022,2020-08-30,921.0
6,1,A1,73.9,6028-6048,2020-08-30,921.0
6,5,A1,39.4,6055-6064,2020-08-30,921.0
6,4,A1,39.9,6084-6094,2020-08-30,921.0
3,33,A1,37.5,3056-3091,2020-08-31,219.0
4,23,A1,39.3,4009-4013,2020-08-31,219.0
3,19,A1,37.3,3093-3096,2020-08-31,219.0
3,20,A1,39.3,3111-3119,2020-08-31,219.0
4,3,A1,34.0,4014-4028,2020-08-31,219.0
4,46,A1,37.6,4075-4099,2020-08-31,219.0
4,12,A1,38.7,4100-4114,2020-08-31,219.0
4,23,A1,38.3,4010-4013,2020-08-31,219.0
6,45,A1,37.4,6017-6022,2020-08-31,219.0
6,1,A1,36.3,6028-6054,2020-08-31,219.0
6,5,A1,39.0,6055-6064,2020-08-31,219.0
6,4,A1,38.7,6084-6094,2020-08-31,219.0
3,33,A1,39.7,3056-3091,2020-08-31,921.0
3,19,A1,40.5,3093-3096,2020-08-31,921.0
3,20,A1,39.7,3111-3119,2020-08-31,921.0
4,3,A1,35.8,4014-4028,2020-08-31,921.0
4,46,A1,41.6,4075-4099,2020-08-31,921.0
4,12,A1,38.5,4100-4114,2020-08-31,921.0
4,23,A1,38.7,4010-4013,2020-08-31,921.0
6,45,A1,39.4,6017-6022,2020-08-31,921.0
6,1,A1,41.7,6028-6054,2020-08-31,921.0
6,5,A1,39.7,6055-6064,2020-08-31,921.0
6,4,A1,41.7,6084-6094,2020-08-31,921.0
3,33,A1,35.3,3056-3091,2020-09-01,219.0
3,19,A1,36.5,3093-3096,2020-09-01,219.0
3,20,A1,37.6,3111-3119,2020-09-01,219.0
4,3,A1,30.3,4014-4028,2020-09-01,219.0
4,46,A1,30.0,4075-4099,2020-09-01,219.0
4,12,A1,29.7,4100-4114,2020-09-01,219.0
3,33,A1,39.9,3056-3091,2020-09-01,921.0
3,19,A1,34.1,3093-3096,2020-09-01,921.0
3,20,A1,39.3,3111-3119,2020-09-01,921.0
4,3,A1,37.0,4014-4028,2020-09-01,921.0
4,46,A1,34.9,4075-4099,2020-09-01,921.0
4,12,A1,35.4,4100-4114,2020-09-01,921.0
4,23,A1,36.0,4010-4013,2020-09-01,921.0
6,45,A1,38.1,6017-6022,2020-09-01,921.0
6,1,A1,39.6,6028-6054,2020-09-01,921.0
6,5,A1,40.5,6055-6064,2020-09-01,921.0
6,4,A1,75.9,6084-6094,2020-09-01,921.0
3,33,A1,38.9,3056-3091,2020-09-01,219.0
3,19,A1,39.1,3093-3096,2020-09-01,219.0
3,20,A1,35.8,3111-3119,2020-09-01,219.0
4,3,A1,39.3,4014-4028,2020-09-01,219.0
4,46,A1,35.8,4075-4099,2020-09-01,219.0
4,12,A1,35.7,4100-4114,2020-09-01,219.0
4,23,A1,34.2,4010-4013,2020-09-01,219.0
6,45,A1,36.8,6017-6022,2020-09-01,219.0
6,1,A1,35.0,6028-6054,2020-09-01,219.0
6,5,A1,33.4,6055-6064,2020-09-01,219.0
6,4,A1,70.2,6084-6094,2020-09-01,219.0
3,33,A1,40.1,3056-3091,2020-09-02,921.0
3,19,A1,40.0,3093-3096,2020-09-02,921.0
3,20,A1,31.5,3111-3119,2020-09-02,921.0
4,3,A1,37.5,4014-4028,2020-09-02,921.0
4,46,A1,31.8,4075-4099,2020-09-02,921.0
4,12,A1,35.9,4100-4114,2020-09-02,921.0
4,23,A1,40.0,4010-4013,2020-09-02,921.0
6,45,A1,35.1,6017-6022,2020-09-02,921.0
6,1,A1,36.7,6028-6054,2020-09-02,921.0
6,5,A1,32.5,6055-6064,2020-09-02,921.0
6,4,A1,72.9,6084-6094,2020-09-02,921.0
3,33,A1,32.4,3056-3091,2020-09-02,219.0
3,19,A1,40.0,3093-3096,2020-09-02,219.0
3,20,A1,34.9,3111-3119,2020-09-02,219.0
4,3,A1,33.9,4014-4028,2020-09-02,219.0
4,46,A1,31.1,4075-4099,2020-09-02,219.0
4,12,A1,33.9,4100-4114,2020-09-02,219.0
4,23,A1,36.3,4010-4013,2020-09-02,219.0
6,45,A1,34.7,6017-6022,2020-09-02,219.0
6,1,A1,36.8,6028-6054,2020-09-02,219.0
6,5,A1,33.0,6055-6064,2020-09-02,219.0
6,4,A1,60.0,6084-6094,2020-09-02,219.0
3,33,A1,39.0,3056-3091,2020-09-03,921.0
3,19,A1,37.5,3093-3096,2020-09-03,921.0
3,20,A1,39.7,3111-3119,2020-09-03,921.0
4,23,A1,37.4,4009-4013,2020-09-03,921.0
4,3,A1,46.2,4014-4039,2020-09-03,921.0
4,46,A1,40.4,4064-4098,2020-09-03,921.0
4,12,A1,38.6,4099-4119,2020-09-03,921.0
6,45,A1,39.0,6017-6022,2020-09-03,921.0
6,26,A1,36.7,6029-6035,2020-09-03,921.0
6,1,A1,39.8,6036-6054,2020-09-03,921.0
3,33,A1,38.6,3056-3091,2020-09-04,219.0
3,19,A1,37.0,3093-3096,2020-09-04,219.0
3,20,A1,38.0,3111-3119,2020-09-04,219.0
4,23,A1,38.2,4009-4013,2020-09-04,219.0
4,3,A1,43.9,4014-4039,2020-09-04,219.0
4,46,A1,36.0,4064-4098,2020-09-04,219.0
4,12,A1,37.2,4099-4119,2020-09-04,219.0
6,45,A1,39.5,6017-6022,2020-09-04,219.0
6,26,A1,36.5,6029-6035,2020-09-04,219.0
6,1,A1,45.9,6036-6054,2020-09-04,219.0
6,5,A1,86.2,6055-6064,2020-09-04,219.0
6,4,A1,95.9,6084-6094,2020-09-04,219.0
3,33,A1,38.0,3056-3091,2020-09-05,219.0
3,20,A1,36.6,3111-3119,2020-09-05,219.0
4,23,A1,35.9,4009-4013,2020-09-05,219.0
4,3,A1,145.5,4014-4039,2020-09-05,219.0
4,46,A1,38.9,4064-4098,2020-09-05,219.0
4,12,A1,37.1,4099-4119,2020-09-05,219.0
6,45,A1,40.2,6017-6022,2020-09-05,219.0
6,26,A1,37.1,6029-6035,2020-09-05,219.0
6,1,A1,42.8,6036-6054,2020-09-05,219.0
6,5,A1,49.1,6055-6064,2020-09-05,219.0
6,4,A1,300.0,6084-6094,2020-09-05,219.0
3,33,A1,26.9,3056-3091,2020-09-05,921.0
3,20,A1,28.3,3111-3119,2020-09-05,921.0
4,3,A1,300.0,4014-4028,2020-09-05,921.0
4,46,A1,29.0,4075-4099,2020-09-05,921.0
4,12,A1,25.8,4100-4114,2020-09-05,921.0
4,23,A1,30.1,4010-4013,2020-09-05,921.0
6,45,A1,36.2,6017-6022,2020-09-05,921.0
6,26,A1,29.2,6029-6036,2020-09-05,921.0
6,1,A1,52.9,6028-6054,2020-09-05,921.0
6,5,A1,28.7,6055-6064,2020-09-05,921.0
6,4,A1,238.0,6084-6094,2020-09-05,921.0
3,5,A1,27.5,3041-3049,2020-09-06,219.0
3,33,A1,38.3,3056-3091,2020-09-06,219.0
3,20,A1,31.8,3111-3119,2020-09-06,219.0
4,3,A1,34.7,4014-4028,2020-09-06,219.0
4,46,A1,28.3,4075-4099,2020-09-06,219.0
4,12,A1,26.2,4100-4114,2020-09-06,219.0
4,23,A1,30.2,4010-4013,2020-09-06,219.0
6,45,A1,150.0,6017-6022,2020-09-06,219.0
6,26,A1,27.6,6029-6036,2020-09-06,219.0
6,1,A1,44.6,6028-6054,2020-09-06,219.0
6,5,A1,37.4,6055-6064,2020-09-06,219.0
6,4,A1,82.8,6084-6094,2020-09-06,219.0
3,15,A1,26.9,3046-3048,2020-09-06,921.0
